date,year,month,quarter,country_id,area_id,salesperson_id,account_id,tier,plan_revenue,actual_revenue,last_year_revenue,windfall_flag,shortfall_flag,sales_driven,healthy_prev3,actual_adj
2024-03-01,2024,3,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0006,1,4666.36373501717,4440.0491091638,3894.4919245905176,1,0,0,0,4440.0491091638
2024-04-01,2024,4,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0006,1,4666.36373501717,4766.820239089456,3894.4919245905176,0,0,0,0,4766.820239089456
2024-05-01,2024,5,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0006,1,4666.36373501717,4941.12110833104,3894.4919245905176,0,0,0,0,4941.12110833104
2024-06-01,2024,6,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0006,1,5249.659201894315,4013.509015962528,4381.303415164331,0,1,1,1,4013.509015962528
2024-07-01,2024,7,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0006,1,5249.659201894315,4686.981683680616,4381.303415164331,1,0,1,0,4686.981683680616
2024-08-01,2024,8,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0006,1,5249.659201894315,5970.679633295217,4381.303415164331,1,0,1,0,5970.679633295217
2024-09-01,2024,9,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0006,1,5249.659201894315,4775.840975675648,4381.303415164331,0,1,0,0,4775.840975675648
2024-10-01,2024,10,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0006,1,5249.659201894315,3919.6779293785507,4381.303415164331,0,1,0,1,5249.659201894315
2024-11-01,2024,11,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0006,1,5249.659201894315,5375.535473306509,4381.303415164331,1,0,0,1,5249.659201894315
2024-12-01,2024,12,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0006,1,4666.36373501717,4945.342941445263,3894.4919245905176,0,0,0,1,4945.342941445263
2024-01-01,2024,1,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0007,1,3914.91429417894,3986.2438431864334,3254.282202291741,0,0,0,0,3986.2438431864334
2024-02-01,2024,2,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0007,1,3914.91429417894,4204.554521026762,3254.282202291741,0,0,0,1,4204.554521026762
2024-03-01,2024,3,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0007,1,4474.187764775931,4472.446420862011,3719.1796597619896,0,0,0,1,4472.446420862011
2024-04-01,2024,4,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0007,1,4474.187764775931,3662.56069725406,3719.1796597619896,0,1,0,1,4474.187764775931
2024-05-01,2024,5,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0007,1,4474.187764775931,4342.376097148058,3719.1796597619896,1,0,1,1,4342.376097148058
2024-06-01,2024,6,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0007,1,5033.461235372923,5404.671700455689,4184.077117232238,1,0,1,1,5404.671700455689
2024-07-01,2024,7,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0007,1,5033.461235372923,5523.538446653684,4184.077117232238,0,0,0,1,5523.538446653684
2024-08-01,2024,8,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0007,1,5033.461235372923,4607.103527899433,4184.077117232238,0,1,0,1,5033.461235372923
2024-09-01,2024,9,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0007,1,5033.461235372923,4530.75348229198,4184.077117232238,0,0,0,1,4530.75348229198
2024-10-01,2024,10,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0007,1,5033.461235372923,5453.670751451231,4184.077117232238,1,0,1,1,5453.670751451231
2024-11-01,2024,11,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0007,1,5033.461235372923,4988.7139586162875,4184.077117232238,0,0,0,1,4988.7139586162875
2024-12-01,2024,12,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0007,1,4474.187764775931,4100.126394635754,3719.1796597619896,0,1,1,1,4100.126394635754
2024-01-01,2024,1,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0008,1,5832.390677761255,6777.60327240182,5114.100763183561,0,0,0,0,6777.60327240182
2024-02-01,2024,2,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0008,1,5832.390677761255,4845.047960863538,5114.100763183561,0,1,1,1,4845.047960863538
2024-03-01,2024,3,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0008,1,6665.589346012862,5806.420777743453,5844.686586495498,1,0,1,1,5806.420777743453
2024-04-01,2024,4,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0008,1,6665.589346012862,5853.421911286428,5844.686586495498,0,0,0,1,5853.421911286428
2024-05-01,2024,5,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0008,1,6665.589346012862,6245.25791283921,5844.686586495498,0,0,0,0,6245.25791283921
2024-06-01,2024,6,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0008,1,7498.78801426447,7149.337272598717,6575.272409807435,1,0,1,0,7149.337272598717
2024-07-01,2024,7,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0008,1,7498.78801426447,6364.969432722107,6575.272409807435,0,1,1,0,6364.969432722107
2024-08-01,2024,8,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0008,1,7498.78801426447,7838.55771238921,6575.272409807435,1,0,1,0,7838.55771238921
2024-09-01,2024,9,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0008,1,7498.78801426447,7158.134418290353,6575.272409807435,0,0,0,0,7158.134418290353
2024-10-01,2024,10,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0008,1,7498.78801426447,9259.475035871563,6575.272409807435,1,0,1,0,9259.475035871563
2024-11-01,2024,11,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0008,1,7498.78801426447,7343.104257091003,6575.272409807435,0,1,1,1,7343.104257091003
2024-12-01,2024,12,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0008,1,6665.589346012862,7700.215005865251,5844.686586495498,0,0,0,1,7700.215005865251
2024-01-01,2024,1,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0009,1,7911.074367575347,6380.656225979533,6673.854821175229,0,0,0,0,6380.656225979533
2024-02-01,2024,2,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0009,1,7911.074367575347,6496.180514789442,6673.854821175229,0,0,0,0,6496.180514789442
2024-03-01,2024,3,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0009,1,9041.22784865754,7859.006263842272,7627.262652771689,1,0,1,0,7859.006263842272
2024-04-01,2024,4,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0009,1,9041.22784865754,10658.599584970445,7627.262652771689,1,0,0,0,9041.22784865754
2024-05-01,2024,5,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0009,1,9041.22784865754,8781.903751037466,7627.262652771689,0,1,0,0,8781.903751037466
2024-06-01,2024,6,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0009,1,10171.381329739734,11945.260642005427,8580.670484368151,1,0,1,0,11945.260642005427
2024-07-01,2024,7,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0009,1,10171.381329739734,9687.254982498349,8580.670484368151,0,1,0,1,10171.381329739734
2024-08-01,2024,8,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0009,1,10171.381329739734,6598.273480215169,8580.670484368151,0,1,0,1,10171.381329739734
2024-09-01,2024,9,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0009,1,10171.381329739734,9619.617697236221,8580.670484368151,1,0,1,1,9619.617697236221
2024-10-01,2024,10,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0009,1,10171.381329739734,9389.743362327123,8580.670484368151,0,0,0,1,9389.743362327123
2024-11-01,2024,11,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0009,1,10171.381329739734,13038.06101021693,8580.670484368151,1,0,0,1,10171.381329739734
2024-12-01,2024,12,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0009,1,9041.22784865754,10112.389046939797,7627.262652771689,0,1,0,1,10112.389046939797
2024-01-01,2024,1,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0010,1,6047.076838593069,7637.1244395013655,5194.329538276891,0,0,0,0,7637.1244395013655
2024-02-01,2024,2,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0010,1,6047.076838593069,5653.094199307503,5194.329538276891,0,1,0,1,6047.076838593069
2024-03-01,2024,3,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0010,1,6910.944958392079,8337.426268254078,5936.37661517359,1,0,0,1,6910.944958392079
2024-04-01,2024,4,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0010,1,6910.944958392079,6891.2537016565275,5936.37661517359,0,1,0,1,6910.944958392079
2024-05-01,2024,5,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0010,1,6910.944958392079,9144.985819556554,5936.37661517359,1,0,1,1,9144.985819556554
2024-06-01,2024,6,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0010,1,7774.813078191088,7865.7462425441645,6678.423692070288,0,1,0,1,7865.7462425441645
2024-07-01,2024,7,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0010,1,7774.813078191088,7887.914228066143,6678.423692070288,0,0,0,1,7887.914228066143
2024-08-01,2024,8,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0010,1,7774.813078191088,7244.593278987781,6678.423692070288,0,0,0,1,7244.593278987781
2024-09-01,2024,9,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0010,1,7774.813078191088,10652.669534228167,6678.423692070288,1,0,0,1,7774.813078191088
2024-10-01,2024,10,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0010,1,7774.813078191088,7410.604413334115,6678.423692070288,0,1,1,1,7410.604413334115
2024-11-01,2024,11,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0010,1,7774.813078191088,10175.31784160641,6678.423692070288,1,0,1,1,10175.31784160641
2024-12-01,2024,12,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0010,1,6910.944958392079,9023.77996117866,5936.37661517359,0,1,1,1,9023.77996117866
2024-01-01,2024,1,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0011,1,8588.304520704269,9078.406618394525,7524.584853946526,0,0,0,0,9078.406618394525
2024-02-01,2024,2,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0011,1,8588.304520704269,9372.035112786987,7524.584853946526,0,0,0,1,9372.035112786987
2024-03-01,2024,3,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0011,1,9815.205166519165,12360.476477776396,8599.525547367459,1,0,1,1,12360.476477776396
2024-04-01,2024,4,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0011,1,9815.205166519165,10716.857997781934,8599.525547367459,0,1,1,1,10716.857997781934
2024-05-01,2024,5,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0011,1,9815.205166519165,11377.335203732724,8599.525547367459,0,0,0,1,11377.335203732724
2024-06-01,2024,6,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0011,1,11042.105812334059,9266.453190972237,9674.46624078839,0,1,1,1,9266.453190972237
2024-07-01,2024,7,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0011,1,11042.105812334059,12212.579201532857,9674.46624078839,1,0,0,1,11042.105812334059
2024-08-01,2024,8,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0011,1,11042.105812334059,10941.895476369124,9674.46624078839,0,1,0,1,11042.105812334059
2024-09-01,2024,9,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0011,1,11042.105812334059,9901.21876603279,9674.46624078839,0,0,0,0,9901.21876603279
2024-10-01,2024,10,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0011,1,11042.105812334059,11242.442669054291,9674.46624078839,1,0,1,1,11242.442669054291
2024-11-01,2024,11,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0011,1,11042.105812334059,11238.933921702834,9674.46624078839,0,0,0,1,11238.933921702834
2024-12-01,2024,12,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0011,1,9815.205166519165,8599.992083127143,8599.525547367459,0,1,1,1,8599.992083127143
2024-01-01,2024,1,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0012,1,5429.987926916885,5227.7608496655575,4704.423042036578,0,0,0,0,5227.7608496655575
2024-02-01,2024,2,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0012,1,5429.987926916885,5420.460097966244,4704.423042036578,0,0,0,1,5420.460097966244
2024-03-01,2024,3,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0012,1,6205.700487905011,5782.081757311593,5376.483476613232,0,0,0,1,5782.081757311593
2024-04-01,2024,4,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0012,1,6205.700487905011,5794.440300037306,5376.483476613232,0,0,0,1,5794.440300037306
2024-05-01,2024,5,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0012,1,6205.700487905011,6314.173870550274,5376.483476613232,0,0,0,1,6314.173870550274
2024-06-01,2024,6,Q2,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0012,1,6981.413048893136,6290.0280548805085,6048.543911189885,0,0,0,1,6290.0280548805085
2024-07-01,2024,7,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0012,1,6981.413048893136,6643.83596836153,6048.543911189885,0,0,0,1,6643.83596836153
2024-08-01,2024,8,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0012,1,6981.413048893136,6862.814065781416,6048.543911189885,0,0,0,1,6862.814065781416
2024-09-01,2024,9,Q3,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0012,1,6981.413048893136,6551.788378133511,6048.543911189885,0,0,0,0,6551.788378133511
2024-10-01,2024,10,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0012,1,6981.413048893136,8604.785419668819,6048.543911189885,1,0,1,1,8604.785419668819
2024-11-01,2024,11,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0012,1,6981.413048893136,7659.4833370666765,6048.543911189885,0,1,1,1,7659.4833370666765
2024-12-01,2024,12,Q4,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0012,1,6205.700487905011,6665.7879958046715,5376.483476613232,0,1,0,1,6665.7879958046715
2024-01-01,2024,1,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0013,1,9647.622009121425,8563.279205425553,8252.290534026964,0,0,0,0,8563.279205425553
2024-02-01,2024,2,Q1,PL,PL_N,SP_BIA_001,ACC_T1_SP_BIA_001_0013,1,9647.622009121425,9949.903930951077,8252.290534026964,1,0,1,0,9949.903930951077
